개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
시민체육공원 축구장,시민체육공원,축구장,신정+설연휴+추석연휴,09:00,22:00,09:00,22:00,Y,,주간 30000+야간 47000,,,100,13477,축구장,인터넷,,경상남도 김해시 가야로 245,경상남도 김해시 구산동 660,경상남도 김해시도시개발공사,체육시설관리팀,055-320-0437,www.ghdc.or.kr,35.25679338,128.8773218,2025-07-08,5350000,경상남도 김해시
하키경기장,하키경기장,기타,연중무휴,09:00,18:00,09:00,18:00,N,,,,,300,31971,하키경기장,전화,,경상남도 김해시 신어산길 44,경상남도 김해시 삼방동 730,경상남도 김해시도시개발공사,체육시설관리팀,055-320-0487,www.ghdc.or.kr,35.25635391,128.9073731,2025-07-08,5350000,경상남도 김해시
안동체육공원 축구장,안동체육공원,축구장,신정+설연휴+추석연휴,09:00,22:00,09:00,22:00,Y,,주간 30000+야간 47000,,,100,37373,축구장,인터넷,,경상남도 김해시 삼안로112번길 20-111,경상남도 김해시 안동 11,경상남도 김해시도시개발공사,체육시설관리팀,055-320-0437,www.ghdc.or.kr,35.24174116,128.9229988,2025-07-08,5350000,경상남도 김해시
안동체육공원 다목적경기장,안동체육공원,다목적경기장,연중무휴,06:00,22:00,06:00,22:00,N,,,,,50,,족구장+다목적구장+게이트볼장,,,경상남도 김해시 삼안로112번길 20-111,경상남도 김해시 안동 11,경상남도 김해시도시개발공사,체육시설관리팀,055-320-0437,www.ghdc.or.kr,35.24174116,128.9229988,2025-07-08,5350000,경상남도 김해시
어방체육공원 축구장,어방체육공원,축구장,신정+설연휴+추석연휴,09:00,22:00,09:00,22:00,Y,,주간 30000+야간 47000,,,100,31750,축구장,인터넷,,,경상남도 김해시 어방동 653-1,경상남도 김해시도시개발공사,체육시설관리팀,055-320-0437,www.ghdc.or.kr,35.24270785,128.8976072,2025-07-08,5350000,경상남도 김해시
어방체육공원 다목적경기장,어방체육공원,다목적경기장,연중무휴,06:00,22:00,06:00,22:00,N,,,,,50,,테니스장+다목적구장,,,,경상남도 김해시 어방동 653-1,경상남도 김해시도시개발공사,체육시설관리팀,055-320-0437,www.ghdc.or.kr,35.24270785,128.8976072,2025-07-08,5350000,경상남도 김해시
장유체육공원 축구장,장유체육공원,축구장,신정+설연휴+추석연휴,09:00,22:00,09:00,22:00,Y,,주간 30000+야간 47000,,,100,38399,축구장,인터넷,,경상남도 김해시 대청로 345(부곡동),경상남도 김해시 부곡동 916,경상남도 김해시도시개발공사,체육시설관리팀,055-320-0437,www.ghdc.or.kr,35.20328228,128.7953504,2025-07-08,5350000,경상남도 김해시
장유체육공원 다목적경기장,장유체육공원,다목적경기장,연중무휴,06:00,22:00,06:00,22:00,N,,,,,60,,족구장+다목적구장+농구장+인라인장,,,경상남도 김해시 대청로 345(부곡동),경상남도 김해시 부곡동 916,경상남도 김해시도시개발공사,체육시설관리팀,055-320-0437,www.ghdc.or.kr,35.20328228,128.7953504,2025-07-08,5350000,경상남도 김해시
임호체육공원 축구장,임호체육공원,축구장,신정+설연휴+추석연휴,09:00,22:00,09:00,22:00,Y,,주간 30000+야간 47000,,,100,43919,축구장,인터넷,,경상남도 김해시 금관대로 1138,경상남도 김해시 외동 산 28-1,경상남도 김해시도시개발공사,체육시설관리팀,055-320-0437,www.ghdc.or.kr,35.2286686,128.8499905,2025-07-08,5350000,경상남도 김해시
임호체육공원 다목적경기장,임호체육공원,다목적경기장,연중무휴,06:00,22:00,06:00,22:00,N,,,,,60,,다목적구장 1면+게이트볼장 1면+족구장 2면,,,경상남도 김해시 금관대로 1138,경상남도 김해시 외동 산 28-1,경상남도 김해시도시개발공사,체육시설관리팀,055-320-0437,www.ghdc.or.kr,35.2286686,128.8499905,2025-07-08,5350000,경상남도 김해시
분성체육공원 축구장,분성체육공원,축구장,신정+설연휴+추석연휴,09:00,22:00,09:00,22:00,Y,,주간 20000+야간 37000,,,100,23207,축구장,인터넷,,,경상남도 김해시 동상동 67,경상남도 김해시도시개발공사,체육시설관리팀,055-320-0437,www.ghdc.or.kr,35.24081242,128.8888284,2025-07-08,5350000,경상남도 김해시
분성체육공원 다목적경기장,분성체육공원,다목적경기장,연중무휴,06:00,22:00,06:00,22:00,N,,,,,80,,게이트볼장 1면+정구장 2면+풋살장 1면+족구장 1면,,,,경상남도 김해시 동상동 67,경상남도 김해시도시개발공사,체육시설관리팀,055-320-0437,www.ghdc.or.kr,35.24081242,128.8888284,2025-07-08,5350000,경상남도 김해시
장유스포츠센터 수영장,장유스포츠센터,기타,"매월 1, 3번째 월요일+2, 4번째 일요일",06:00,21:00,09:00,18:00,Y,,,,,148,,[(성인풀)25m×6레인 수심 : 평균 1.3m]+[(유아풀) 15m×4레인 수심 : 평균 0.7m],인터넷+방문,,경상남도 김해시 번화2로 72(삼문동),경상남도 김해시 삼문동 695,경상남도 김해시도시개발공사,장유스포츠센터팀,055-312-8445,www.ghdc.or.kr,35.19572118,128.8049459,2025-07-08,5350000,경상남도 김해시
장유스포츠센터 헬스장,장유스포츠센터,기타,"매월 1, 3번째 월요일+2, 4번째 일요일",06:00,22:00,09:00,18:00,Y,,,,,33,,,방문,,경상남도 김해시 번화2로 72(삼문동),경상남도 김해시 삼문동 695,경상남도 김해시도시개발공사,장유스포츠센터팀,055-312-8445,www.ghdc.or.kr,35.19572118,128.8049459,2025-07-08,5350000,경상남도 김해시
장유스포츠센터 체육관,장유스포츠센터,배드맨턴장,"매월 1, 3번째 월요일+2, 4번째 일요일",06:00,22:00,09:00,18:00,Y,,,,,300,,,전화+방문,,경상남도 김해시 번화2로 72(삼문동),경상남도 김해시 삼문동 695,경상남도 김해시도시개발공사,장유스포츠센터팀,055-312-8445,www.ghdc.or.kr,35.19572118,128.8049459,2025-07-08,5350000,경상남도 김해시
율하체육관 체육관,율하체육관,배드맨턴장,"매월 1, 3번째 월요일+2, 4번째 일요일",06:00,22:00,09:00,18:00,Y,,,,,360,,,전화+방문,,경상남도 김해시 율하2로 258,경상남도 김해시 관동동 1123-1,경상남도 김해시도시개발공사,장유스포츠센터팀,055-329-1039,www.ghdc.or.kr,35.17819567,128.8213399,2025-07-08,5350000,경상남도 김해시
율하체육관 다목적실,율하체육관,다목적실,"매월 1, 3번째 월요일+2, 4번째 일요일",06:00,22:00,09:00,18:00,Y,,,,,24,,,방문,,경상남도 김해시 율하2로 258,경상남도 김해시 관동동 1123-1,경상남도 김해시도시개발공사,장유스포츠센터팀,055-329-1039,www.ghdc.or.kr,35.17819567,128.8213399,2025-07-08,5350000,경상남도 김해시
장유스포츠센터 젤미다목적구장,장유스포츠센터,다목적경기장,연중무휴,08:00,19:00,08:00,19:00,N,,,,,1300,,,전화+방문,,경상남도 김해시 번화2로 72(삼문동),경상남도 김해시 삼문동 695,경상남도 김해시도시개발공사,장유스포츠센터팀,055-312-0445,www.ghdc.or.kr,35.19572118,128.8049459,2025-07-08,5350000,경상남도 김해시
아람누리도서관 동아리실,아람누리도서관,기타,월+법정공휴일,09:00,18:00,09:00,18:00,N,4,,,,10,55,스크린+프로젝터+음향시설+책상+의자,방문+전화,,경기도 고양시 일산동구 중앙로 1286,경기도 고양시 일산동구 마두동 817,경기도 고양시청,아람누리도서관,031-8075-9041,https://www.goyanglib.or.kr/MF/index.do,37.6614856049,126.7744582922,2025-03-31,3940000,경기도 고양시
아람누리도서관 강의실,아람누리도서관,강의실,월+법정공휴일,09:00,18:00,09:00,18:00,N,4,,,,30,80,스크린+프로젝터+음향시설+책상+의자,방문+전화,,경기도 고양시 일산동구 중앙로 1286,경기도 고양시 일산동구 마두동 817,경기도 고양시청,아람누리도서관,031-8075-9041,https://www.goyanglib.or.kr/MF/index.do,37.6614856049,126.7744582922,2025-03-31,3940000,경기도 고양시
마두도서관 교양교실,마두도서관,강의실,금+법정공휴일,09:00,18:00,09:00,18:00,N,4,,,,40,95,빔프로젝터+PC+마이크 및 음향장비,방문+전화,,경기도 고양시 일산동구 일산로 355,경기도 고양시 일산동구 마두1동 1112,경기도 고양시청,마두도서관,031-8075-9066,https://www.goyanglib.or.kr/MA/index.do,37.6667148445,126.7820552,2025-03-31,3940000,경기도 고양시
토당문화플랫폼 능곡1904,토당문화플랫폼,다목적실,법정공휴일,09:00,18:00,09:00,18:00,Y,2,10000 ~ 20000,1,500010000,80,72,빔프로젝터+음향기기+냉난방기,방문+온라인,https://www.gys.or.kr/subpage/index/368,경기도 고양시 덕양구 토당로 61,경기도 고양시 덕양구 토당동 331-2,고양도시관리공사,도시정비처,031-971-0325,https://www.gys.or.kr/gyurc/front/main/main.php,37.6206207,126.8192443042,2025-03-31,3940000,경기도 고양시
토당문화플랫폼 공감1904,토당문화플랫폼,다목적실,법정공휴일,09:00,18:00,09:00,18:00,Y,2,20000,1,10000,24,59.5,빔프로젝터+음향기기+냉난방기,방문+온라인,https://www.gys.or.kr/subpage/index/368,경기도 고양시 덕양구 토당로 61,경기도 고양시 덕양구 토당동 331-2,고양도시관리공사,도시정비처,031-971-0325,https://www.gys.or.kr/gyurc/front/main/main.php,37.6206207,126.8192443042,2025-03-31,3940000,경기도 고양시
토당문화플랫폼 키친1904,토당문화플랫폼,기타,법정공휴일,09:00,18:00,09:00,18:00,Y,2,10000,1,5000,18,92.3,빔프로젝터+음향기기+오븐기+냉난방기,방문+온라인,https://www.gys.or.kr/subpage/index/368,경기도 고양시 덕양구 토당로 61,경기도 고양시 덕양구 토당동 331-2,고양도시관리공사,도시정비처,031-971-0325,https://www.gys.or.kr/gyurc/front/main/main.php,37.6206207,126.8192443042,2025-03-31,3940000,경기도 고양시
고양꽃전시관 컨퍼런스룸,고양꽃전시관,다목적실,법정공휴일,09:00,17:00,09:00,17:00,Y,24,350000,,,80,255,빔프로젝터+스크린+책상+의자+마이크,홈페이지+전화,,경기도 고양시 일산동구 호수로 595,,(재)고양국제꽃박람회,사업2팀,031-908-7824,https://flower.or.kr/main/?mc_code=1210,37.6538476324,126.7687791311,2025-03-31,3940000,경기도 고양시
덕양구청 대회의실,덕양구청,강당,목+토+일+법정공휴일+근로자의 날,09:00,21:00,00:00,00:00,N,,,,,,,,온라인(고양시청 통합예약),https://www.goyang.go.kr/resve/manage/BD_selectResveManage.do?q_resveTopClCode=CL_04&q_resveClCode=&q_resveDtlCode=&q_guDeptCode=&q_dongDeptCode=&q_sortOrdr=&q_useReviewTabAt=&resveSn=5315&q_rowPerPage=10&q_currPage=1&q_sortName=&q_sortOrder=&q_resve,경기도 고양시 덕양구 화중로 104번길 13(화정동),,경기도 고양시청,덕양구 자치행정과,031-8075-5026,https://www.goyang.go.kr/resve/index.do,37.63746569,126.8322929183,2025-03-31,3940000,경기도 고양시
덕양구청 소회의실,덕양구청,회의실,목+토+일+법정공휴일+근로자의 날,09:00,21:00,00:00,00:00,N,,,,,,,,온라인(고양시청 통합예약),https://www.goyang.go.kr/resve/manage/BD_selectResveManage.do?q_resveTopClCode=CL_04&q_resveClCode=&q_resveDtlCode=&q_guDeptCode=&q_dongDeptCode=&q_sortOrdr=&q_useReviewTabAt=&resveSn=5316&q_rowPerPage=10&q_currPage=1&q_sortName=&q_sortOrder=&q_resve,경기도 고양시 덕양구 화중로 104번길 13(화정동),,경기도 고양시청,덕양구 자치행정과,031-8075-5026,https://www.goyang.go.kr/resve/index.do,37.63746569,126.8322929183,2025-03-31,3940000,경기도 고양시
일산문화예술창작소 다목적라운지,일산문화예술창작소,기타,법정공휴일,09:00,18:00,09:00,18:00,Y,2,22000,1,11000,100,240.09,,방문+온라인,,경기도 고양시 일산서구 일중로15번길 43,경기도 고양시 일산동 655-209,고양도시관리공사,도시정비처,031-977-4432,https://www.gys.or.kr/gyurc/front/main/main.php,37.681518,126.772085,2025-03-31,3940000,경기도 고양시
일산문화예술창작소 회의실 및 라운지,일산문화예술창작소,기타,법정공휴일,09:00,18:00,09:00,18:00,Y,2,12000,1,6000,50,162.75,,방문+온라인,,경기도 고양시 일산서구 일중로15번길 43,경기도 고양시 일산동 655-209,고양도시관리공사,도시정비처,031-977-4432,https://www.gys.or.kr/gyurc/front/main/main.php,37.681518,126.772085,2025-03-31,3940000,경기도 고양시
행신청소년자유공간 활동실[1],행신청소년자유공간,기타,일+월+법정공휴일,11:00,20:00,11:00,20:00,N,,,,,4,5.8,빔 프로젝터+노트북+보드게임,방문+전화,,경기도 고양시 덕양구 충경로32,경기도 고양시 덕양구 행신동 715,고양시청소년재단,행신청소년자유공간,031-995-4320,https://www.gcyf.or.kr/hs/,37.6153009597,126.833262,2025-03-31,3940000,경기도 고양시
행신청소년자유공간 활동실[2],행신청소년자유공간,기타,일+월+법정공휴일,11:00,20:00,11:00,20:00,N,,,,,4,5.8,빔 프로젝터+노트북+보드게임,방문+전화,,경기도 고양시 덕양구 충경로32,경기도 고양시 덕양구 행신동 715,고양시청소년재단,행신청소년자유공간,031-995-4320,https://www.gcyf.or.kr/hs/,37.6153009597,126.833262,2025-03-31,3940000,경기도 고양시
고양아람누리 아람극장,고양아람누리,기타,월,09:00,00:00,09:00,00:00,Y,,,,,1887,,,온라인,http://artgy.or.kr/aram/theater.aspx,경기도 고양시 일산동구 중앙로 1286,경기도 고양시 일산동구 마두동 816 아람누리,고양문화재단,공연사업팀,031-960-0012,https://artgy.or.kr/,37.6614856049,126.7744582922,2025-03-31,3940000,경기도 고양시
고양아람누리 아람음악당,고양아람누리,기타,월,09:00,00:00,09:00,00:00,Y,,,,,1449,,,온라인,http://artgy.or.kr/aram/theater.aspx,경기도 고양시 일산동구 중앙로 1286,경기도 고양시 일산동구 마두동 816 아람누리,고양문화재단,공연사업팀,031-960-0012,https://artgy.or.kr/,37.6614856049,126.7744582922,2025-03-31,3940000,경기도 고양시
행신청소년자유공간 활동실[4],행신청소년자유공간,기타,일+월+법정공휴일,11:00,20:00,11:00,20:00,N,,,,,4,5.8,빔 프로젝터+노트북+보드게임,방문+전화,,경기도 고양시 덕양구 충경로32,경기도 고양시 덕양구 행신동 715,고양시청소년재단,행신청소년자유공간,031-995-4320,https://www.gcyf.or.kr/hs/,37.6153009597,126.833262,2025-03-31,3940000,경기도 고양시
호수생활문화센터(고양꽃전시관內) 호수마당,호수생활문화센터,기타,일+월+법정공휴일,10:00,17:00,10:00,17:00,N,6,,,,43,196,,온라인,,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 장항동 906,고양문화재단,생활예술팀,031-908-1700,https://www.gymadang.or.kr/,37.6538319,126.768756,2025-03-31,3940000,경기도 고양시
어울림생활문화센터(고양어울림누리內) 어울림마당,어울림생활문화센터,기타,일+월+법정공휴일,10:00,17:00,10:00,17:00,N,6,,,,299,1376,,온라인,,경기도 고양시 덕양구 어울림로 33,경기도 고양시 덕양구 성사동 826,고양문화재단,생활예술팀,031-960-9747,https://www.gymadang.or.kr/,37.6490341,126.835343,2025-03-31,3940000,경기도 고양시
철산종합사회복지관 강당,철산종합사회복지관,강당,토+일+공휴일,09:00,18:00,00:00,00:00,Y,1,25000,1,25000,60,,,온라인예약,,경기도 광명시 연서일로 4-3,경기도 광명시 철산동 158,경기도 광명시 철산종합사회복지과,노인복지과,02-2617-0410,http://happycs.or.kr/,37.48307843,126.8655614,2022-11-22,3900000,경기도 광명시
철산종합사회복지관 프로그램실,철산종합사회복지관,강의실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,1,10000,1,10000,30,,,온라인예약,,경기도 광명시 연서일로 4-3,경기도 광명시 철산동 158,경기도 광명시 철산종합사회복지과,노인복지과,02-2617-0410,http://happycs.or.kr/,37.48307843,126.8655614,2022-11-22,3900000,경기도 광명시
광명종합사회복지관 공연장(1층),광명종합사회복지관,강당,토+일+공휴일,09:00,18:00,00:00,00:00,Y,1,70000,1,70000,180,,,온라인예약,,경기도 광명시 오리로 1018,경기도 광명시 광명동 158-970,경기도 광명시 광명종합사회복지관,노인복지과,02-2687-2921,http://gmswc.or.kr,37.48091392,126.8504732,2022-11-22,3900000,경기도 광명시
비산7동행정복지센터 1층 민원실,비산7동행정복지센터,기타,토+일+법정 공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 서구 염색공단로5길 4,대구광역시 서구 비산동 1890-2,대구광역시 서구청,비산7동행정복지센터,053-663-3309,,35.8879718,128.5535742,2025-08-18,3430000,대구광역시 서구
평리2동행정복지센터 3층회의실,평리2동행정복지센터,기타,토+일+법정 공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 서구 국채보상로60길 6,대구광역시 서구 평리동 1100-7,대구광역시 서구청,평리2동행정복지센터,053-663-3311,,35.87121857,128.563687,2025-08-18,3430000,대구광역시 서구
평리2동행정복지센터,평리2동행정복지센터,기타,토+일+법정 공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 서구 국채보상로60길 6,대구광역시 서구 평리동 1100-7,대구광역시 서구청,평리2동행정복지센터,053-663-3311,,35.87121857,128.563687,2025-08-18,3430000,대구광역시 서구
비산6동행정복지센터 본관3층,비산6동행정복지센터,기타,토+일+법정 공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 서구 문화로67길 3,대구광역시 서구 비산동 491-1,대구광역시 서구청,비산6동행정복지센터,053-663-3308,,35.87630025,128.569094,2025-08-18,3430000,대구광역시 서구
비산6동행정복지센터,비산6동행정복지센터,기타,토+일+법정 공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 서구 문화로67길 3,대구광역시 서구 비산동 491-1,대구광역시 서구청,비산6동행정복지센터,053-663-3308,,35.87630025,128.569094,2025-08-18,3430000,대구광역시 서구
비산5동행정복지센터 3층,비산5동행정복지센터,기타,토+일+법정 공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 서구 달서천로65길 17,대구광역시 서구 비산동 1185-18,대구광역시 서구청,비산5동행정복지센터,053-663-3307,,35.88632435,128.5696421,2025-08-18,3430000,대구광역시 서구
비산4동행정복지센터 본관 뒤편,비산4동행정복지센터,기타,연중무휴,18:00,23:59,00:00,23:59,N,,,,,,,,,,대구광역시 서구 국채보상로78길 29-4,대구광역시 서구 비산동 213-18,대구광역시 서구청,비산4동행정복지센터,053-663-3306,,35.86975584,128.5743075,2025-08-18,3430000,대구광역시 서구
비산4동행정복지센터 (민원실),비산4동행정복지센터,기타,토+일+법정 공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 서구 국채보상로78길 29-4,대구광역시 서구 비산동 213-18,대구광역시 서구청,비산4동행정복지센터,053-663-3306,,35.86975923,128.5743075,2025-08-18,3430000,대구광역시 서구
비산4동행정복지센터 (회의실),비산4동행정복지센터,기타,토+일+법정 공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 서구 국채보상로78길 29-4,대구광역시 서구 비산동 213-18,대구광역시 서구청,비산4동행정복지센터,053-663-3306,,35.86972018,128.5743075,2025-08-18,3430000,대구광역시 서구
비산1동행정복지센터 본관옆,비산1동행정복지센터,기타,연중무휴,18:00,23:59,00:00,23:59,N,,,,,,,,,,대구광역시 서구 북비산로65길 18,대구광역시 서구 비산동 716-8,대구광역시 서구청,비산1동행정복지센터,053-663-3304,,35.8811712,128.5689696,2025-08-18,3430000,대구광역시 서구
비산1동행정복지센터 지하,비산1동행정복지센터,기타,토+일+법정 공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 서구 북비산로65길 18,대구광역시 서구 비산동 716-8,대구광역시 서구청,비산1동행정복지센터,053-663-3304,,35.8811712,128.5689696,2025-08-18,3430000,대구광역시 서구
비산1동행정복지센터,비산1동행정복지센터,기타,토+일+법정 공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 서구 북비산로65길 18,대구광역시 서구 비산동 716-8,대구광역시 서구청,비산1동행정복지센터,053-663-3304,,35.8811712,128.5689696,2025-08-18,3430000,대구광역시 서구
내당4동행정복지센터 2층,내당4동행정복지센터,기타,토+일+법정 공휴일,10:00,17:00,00:00,00:00,N,,,,,,,,,,대구광역시 서구 서대구로3길 46,대구광역시 서구 내당동 354-7,대구광역시 서구청,내당4동행정복지센터,053-663-3303,,35.85902046,128.5518433,2025-08-18,3430000,대구광역시 서구
내당4동행정복지센터 주차장,내당4동행정복지센터,기타,연중무휴,18:00,23:59,00:00,23:59,N,,,,,,,,,,대구광역시 서구 서대구로3길 46,대구광역시 서구 내당동 354-7,대구광역시 서구청,내당4동행정복지센터,053-663-3303,,35.85902046,128.551843,2025-08-18,3430000,대구광역시 서구
내당2.3동행정복지센터 2층 (임시청사),내당2.3동행정복지센터,기타,토+일+법정 공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 서구 달구벌대로375길 27,대구광역시 서구 내당동 595-27,대구광역시 서구청,내당2.3동행정복지센터,053-663-3302,,35.86727483,128.5745323,2025-08-18,3430000,대구광역시 서구
평리3동행정복지센터 민원실,평리3동행정복지센터,기타,토+일+법정 공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 서구 서대구로42길 52,대구광역시 서구 평리동 945-5,대구광역시 서구청,평리3동행정복지센터,053-663-3312,,35.8767966,128.560839,2025-08-18,3430000,대구광역시 서구
내당4동행정복지센터,내당4동행정복지센터,기타,토+일+법정 공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 서구 서대구로3길 46,대구광역시 서구 내당동 354-7,대구광역시 서구청,내당4동행정복지센터,053-663-3303,,35.85902046,128.5518433,2025-08-18,3430000,대구광역시 서구
높빛도서관 동아리방,높빛도서관,다목적실,금+법정공휴일,09:00,18:00,09:00,18:00,N,4,,,,8,,스크린+프로젝터+음향시설+책상+의자,방문+전화,,경기도 고양시 덕양구 푸른마을로 34-8,경기도 고양시 덕양구 고양동 688,경기도 고양시청,높빛도서관,031-8075-9391,https://www.goyanglib.or.kr/MV/index.do,37.710167,126.9053031047,2025-03-31,3940000,경기도 고양시
높빛도서관 나눔터,높빛도서관,강의실,금+법정공휴일,09:00,18:00,09:00,18:00,N,4,,,,20,,스크린+프로젝터+음향시설+책상+의자,방문+전화,,경기도 고양시 덕양구 푸른마을로 34-8,경기도 고양시 덕양구 고양동 688,경기도 고양시청,높빛도서관,031-8075-9392,https://www.goyanglib.or.kr/MV/index.do,37.710167,126.9053031047,2025-03-31,3940000,경기도 고양시
화정어린이도서관 동아리방,화정어린이도서관,회의실,월+법정공휴일,09:00,18:00,09:00,18:00,N,4,,,,20,56,책상+의자+컴퓨터+빔 프로젝터,방문+전화,,경기도 고양시 덕양구 화신로 323 (화정동),경기도 고양시 덕양구 화정동 945번지,경기도 고양시청,화정어린이도서관,031-8075-9293,https://www.goyanglib.or.kr/MI/index.do,37.63283245,126.8263176,2025-03-31,3940000,경기도 고양시
화정어린이도서관 어울림터,화정어린이도서관,다목적실,월+법정공휴일,09:00,18:00,09:00,18:00,N,4,,,,42,165,책상+의자+컴퓨터+빔 프로젝터+마이크,방문+전화,,경기도 고양시 덕양구 화신로 323 (화정동),경기도 고양시 덕양구 화정동 945번지,경기도 고양시청,화정어린이도서관,031-8075-9293,https://www.goyanglib.or.kr/MI/index.do,37.63283245,126.8263013146,2025-03-31,3940000,경기도 고양시
행신어린이도서관 동아리방,행신어린이도서관,회의실,금+법정공휴일,09:00,18:00,09:00,18:00,N,4,,,,32,,책상+의자+스크린+프로젝터,방문+전화,,경기도 고양시 덕양구 소원로181번길 42 (행신동),경기도 고양시 덕양구 행신동 804번지,경기도 고양시청,행신어린이도서관,031-8075-9273,https://www.goyanglib.or.kr/MH/index.do,37.61478917,126.8434431,2025-03-31,3940000,경기도 고양시
행신어린이도서관 어울림터,행신어린이도서관,다목적실,금+법정공휴일,09:00,18:00,09:00,18:00,N,4,,,,80,,책상+의자+음향시설+의자,방문+전화,,경기도 고양시 덕양구 소원로181번길 42 (행신동),경기도 고양시 덕양구 행신동 804번지,경기도 고양시청,행신어린이도서관,031-8075-9273,https://www.goyanglib.or.kr/MH/index.do,37.61478917,126.8434431,2025-03-31,3940000,경기도 고양시
태평테니스장,태평테니스장,테니스장,첫째 주 월+셋째 주 월+설 연휴+추석 연휴,10:00,18:00,10:00,18:00,Y,2,2000,,,32,2343,,kiosk,https://res.isdc.co.kr/index.do,,경기도 성남시 수정구 태평동 7049-1,성남도시개발공사,국민체육센터,031-727-9960,https://res.isdc.co.kr/index.do,37.445383,127.118520,2025-08-01,3780000,경기도 성남시
파크골프장(18홀),파크골프장,기타,둘째 주 월+넷째 주 월+설 연휴+추석 연휴+법정공휴일,09:00,18:00,09:00,18:00,N,,,,,72,19000,장비대여료 유료,kiosk,,,경기도 성남시 분당구 수내동 44,성남도시개발공사,국민체육센터,031-727-9962,https://spo.isdc.co.kr,37.381906,127.114785,2025-08-01,3780000,경기도 성남시
수정도서관 미디어 창작실,수정도서관,기타,토+일+월+법정공휴일,09:00,17:50,00:00,00:00,N,,,,,4,30,책상 1개+의자 3개+크로마키 1개+카메라 1개,전화+방문,https://www.snlib.go.kr/sj/40334/contents.dojavascript,경기도 성남시 수정구 수정로332번길 32,경기도 성남시 수정구 산성동 2224,성남도시개발공사,수정도서관,031-724-0625,https://www.snlib.go.kr/sj/index.do,37.4522387923,127.152874,2025-08-01,3780000,경기도 성남시
중원도서관 동아리실,중원도서관,다목적실,금+토+일+법정공휴일,09:00,21:00,00:00,00:00,N,2,,,,10,38.3,책상(2개)+의자(8개)+화이트보드(1개)+냉온풍기(1개),인터넷+전화+현장접수,https://www.snlib.go.kr/jw/40251/contents.do,경기도 성남시 중원구 원터로17번길 46(성남동),경기도 성남시 중원구 성남동 3116-1,성남도시개발공사,중원도서관,031-752-3913,https://www.snlib.go.kr/jw,37.430229,127.140166,2025-08-01,3780000,경기도 성남시
중원도서관 시청각실,중원도서관,강의실,토+일+법정공휴일+휴관일,09:00,18:00,00:00,00:00,N,8,,,,135,348.9,음향+빔프로젝터+의자(135개)+유무선마이크,인터넷,https://www.snlib.go.kr/jw/40251/contents.do,경기도 성남시 중원구 원터로17번길 46(성남동),경기도 성남시 중원구 성남동 3116-1,성남도시개발공사,중원도서관,031-752-3913,https://www.snlib.go.kr/jw,37.430229,127.140166,2025-08-01,3780000,경기도 성남시
중원도서관 미디어공방,중원도서관,기타,"토+일+법정공휴일,+휴관일",09:00,17:00,00:00,00:00,N,3,,,,4,76.5,4K 이동형 캠코더(829만 화소)+캠코더 삼각대+데스크톱컴퓨터+액정모니터+AV스위쳐(HDMI분배기)+오디오믹서+무선마이크 장치+방송수신기+LED조명,현장접수,https://www.snlib.go.kr/jw/40251/contents.do,경기도 성남시 중원구 원터로17번길 46(성남동),경기도 성남시 중원구 성남동 3116-1,성남도시개발공사,중원도서관,031-752-3913,https://www.snlib.go.kr/jw,37.430229,127.140166,2025-08-01,3780000,경기도 성남시
서현도서관 세미나실,서현도서관,강의실,신정+추석+설명절 연휴+첫째 주 금+셋째 주 금,09:00,21:00,09:00,18:00,N,,,,,10,52,빔프로젝터+의자(11개)+책상(2개),인터넷,https://www.snlib.go.kr/sh/menu/11475/contents/40451/contents.do,경기도 성남시 분당구 중앙공원로 77,경기도 성남시 분당구 서현동 234,분당도서관,서현도서관,031-729-8706,https://www.snlib.go.kr/sh/index.co,37.383587,127.132472,2025-08-01,3780000,경기도 성남시
